Jour;Mois;Puissance moyenne journalière de l'injection RTE (W);Puissance moyenne journalière du refoulement RTE (W);Puissance moyenne journalière des pertes modélisées (W);Puissance moyenne journalière des consommations totales (W);Puissance moyenne journalière des consommations HTA télérelevées à courbe de charge (W);Puissance moyenne journalière des consommations totales profilées (W);Puissance moyenne journalière des consommations HTA profilées (W);Puissance moyenne journalière des consommations PME-PMI profilées (W);Puissance moyenne journalière des consommations professionnelles profilées (W);Puissance moyenne journalière des consommations résidentielles profilées (W);Puissance moyenne journalière de la production décentralisée totale (W);Puissance moyenne journalière de la production décentralisée télérelevée à courbe de charge (W);Puissance moyenne journalière de la production décentralisée profilée (W);Puissance moyenne journalière de la production photovoltaïque profilée (W);Puissance moyenne journalière de la production autre profilée (W);Température moyenne journalière réalisée lissée (°C);Température moyenne journalière normale lissée (°C);Puissance moyenne journalière de la production éolienne totale (W);Puissance moyenne journalière de la production photovoltaïque totale (W);Puissance moyenne journalière du soutirage net vers autres GRD (W);Puissance moyenne journalière des consommations HTA totales (W);Pseudo rayonnement;Puissance moyenne journalière de la production autre  (W)
2017-03-24;3;43387249000.0;1177064000.0;2464724599.0;45552246518.0;12380479955.0;33171766563.0;1724140239.0;6048689455.0;5650552727.0;19748384141.0;6200895775.0;5751377049.0;449518727.0;426196877.0;117651.0;9.5;9.4;2671385576.0;667739391.0;394109657.0;14104620194.0;24;2860005267.0
2017-03-26;3;33263242152.0;1188863326.0;2027104223.0;35751159104.0;7924275334.0;27826883771.0;926315544.0;4053816082.0;4024566095.0;18822186050.0;6042291513.0;5574557920.0;467733593.0;444740023.0;117651.0;10.9;9.7;2118673630.0;1102777675.0;338407011.0;8850590878.0;73;2818423795.0
2017-04-04;4;37896454563.0;814640250.0;2069559334.0;38522163737.0;12507464399.0;26014699338.0;1596343898.0;5483351726.0;4605581936.0;14329421778.0;3857656006.0;3305264472.0;552391533.0;532726368.0;118220.0;12.8;10.7;1433600403.0;1159229611.0;347747246.0;14103808297.0;55;1264496437.0
2017-04-07;4;38005310021.0;567150625.0;2078094131.0;38506890958.0;12099948083.0;26406942875.0;1495498783.0;5063075483.0;4619543583.0;15228825026.0;3494148209.0;2941551590.0;552596619.0;532923099.0;118220.0;12.0;11.0;953075757.0;1308135960.0;347322516.0;13595446866.0;99;1232580507.0
2017-04-13;4;36240133354.0;727053146.0;1956128881.0;36840745560.0;12411255496.0;24429490064.0;1501387868.0;4989629443.0;4317572367.0;13620900386.0;3612918932.0;3036439653.0;576479280.0;556365150.0;118421.0;13.2;11.8;1081098410.0;1323215309.0;329124699.0;13912643364.0;82;1208388034.0
2017-04-17;4;31049182333.0;1435262958.0;1863477318.0;32233442523.0;8180447979.0;24052994544.0;1387748017.0;3504823813.0;3482979942.0;15677442772.0;4777910243.0;4184382090.0;593528152.0;573722806.0;118421.0;12.1;12.3;2308954042.0;1304064306.0;294909777.0;9568195996.0;64;1164802116.0
2017-04-21;4;39848626750.0;498227583.0;2206425854.0;40186040364.0;12188584107.0;27997456257.0;1486738895.0;5019108957.0;4795105715.0;16696502689.0;3409853822.0;2815392195.0;594461628.0;574378891.0;139799.0;10.2;12.9;915649826.0;1395509266.0;367786770.0;13675323002.0;97;1098634188.0
2017-04-28;4;42758941083.0;658247792.0;2417635908.0;42847752476.0;12237111716.0;30610640760.0;1588698641.0;5288805763.0;5158040806.0;18575095551.0;3563776113.0;2980781056.0;582995057.0;563162508.0;139757.0;8.7;13.8;1197675695.0;1232053396.0;399081019.0;13825810357.0;56;1133940751.0
2017-05-04;5;39145300542.0;430352792.0;2156070331.0;39594079883.0;12601623349.0;26992456534.0;1452964732.0;5272761169.0;4646450229.0;15620280403.0;3379682245.0;2885892354.0;493789891.0;473406552.0;138175.0;11.4;14.6;1115213868.0;1039604510.0;344479781.0;14054588081.0;46;1224719000.0
2017-05-07;5;30343931854.0;1626824917.0;1812597686.0;31589739236.0;7719305003.0;23870434233.0;761005326.0;3565327219.0;3529525263.0;16014576425.0;4972822463.0;4460738271.0;512084192.0;491893345.0;161613.0;12.8;14.9;2466220236.0;1159087838.0;287592479.0;8480310329.0;41;1347337931.0
2017-05-12;5;34117569813.0;1121498833.0;1815505917.0;35535898614.0;12169896443.0;23366002171.0;1426321993.0;4895953877.0;4270334134.0;12773392167.0;4635747506.0;4147432451.0;488315055.0;468270172.0;165207.0;14.8;15.5;2250335000.0;1045950540.0;280413955.0;13596218436.0;34;1339198384.0
2017-05-16;5;33182921521.0;615433688.0;1756596610.0;34085615967.0;12757301237.0;21328314729.0;1436184451.0;4780972294.0;3832745755.0;11278412230.0;3547942038.0;2792662146.0;755279892.0;734710193.0;165207.0;18.5;16.0;828280403.0;1518414130.0;273217294.0;14193485688.0;67;1201064679.0
2017-05-30;5;33300057708.0;606687146.0;1765049173.0;33911416258.0;12966799082.0;20944617176.0;1492983598.0;4877983266.0;3809901290.0;10763749021.0;3260815737.0;2759349243.0;501466494.0;482668341.0;161038.0;21.1;17.6;1076809167.0;1041950418.0;277720868.0;14459782680.0;34;1141987987.0
2017-06-01;6;33590978229.0;495612354.0;1784249265.0;34107410787.0;13057686275.0;21049724511.0;1551489868.0;4918185737.0;3868407154.0;10711641753.0;3074322985.0;2368030764.0;706292221.0;690390230.0;160835.0;20.8;17.8;458879701.0;1395677015.0;278028808.0;14609176143.0;68;1219686547.0
2017-06-04;6;25052408396.0;994584792.0;1440226652.0;26202256492.0;7733485416.0;18468771076.0;753006793.0;3244083658.0;2894182250.0;11577498373.0;3811173023.0;3253627403.0;557545620.0;541059369.0;161155.0;18.4;18.1;1328203194.0;1144899237.0;226513483.0;8486492209.0;45;1337878772.0
2017-06-24;6;29311132375.0;1110731479.0;1737435163.0;30524348199.0;9903756540.0;20620591659.0;1039844591.0;4382052152.0;3649329467.0;11549365449.0;4315301806.0;3712420819.0;602880987.0;589629349.0;121576.0;23.2;20.0;2142102007.0;1204522133.0;253919340.0;10943601131.0;51;968617645.0
2017-06-29;6;32009332208.0;1636952458.0;1682538210.0;33447840465.0;12734459844.0;20713380620.0;1559983162.0;5022966660.0;3815247447.0;10315183352.0;5020131307.0;4556634493.0;463496814.0;451360734.0;121548.0;19.2;20.4;2851591944.0;1045378838.0;262132381.0;14294443006.0;31;1123115184.0
2017-07-14;7;27550203688.0;1415722979.0;1991791248.0;28586116965.0;9485990988.0;19100125978.0;1578007852.0;3616020392.0;2949621978.0;10956475755.0;4693956772.0;4038896500.0;655060272.0;644615057.0;124940.0;20.9;21.4;2351217882.0;1369408370.0;250529268.0;11063998840.0;66;973290494.0
2017-07-16;7;26579642792.0;548267396.0;1908031358.0;27178082398.0;8358665239.0;18819417160.0;866117749.0;3691824225.0;3026540213.0;11234934972.0;3305623425.0;2541913139.0;763710286.0;753265071.0;124940.0;21.8;21.5;835183340.0;1569815425.0;250885064.0;9224782988.0;83;900564854.0
2017-07-17;7;33448835208.0;650694604.0;2205999658.0;33897283709.0;12734945281.0;21162338428.0;1475555486.0;5056476885.0;3660831491.0;10969474566.0;3590863214.0;2847841924.0;743021290.0;733338757.0;124940.0;22.9;21.5;1229772819.0;1494146556.0;285720451.0;14210500767.0;82;866891477.0
2017-07-31;7;31394982146.0;657897396.0;2040365552.0;31466248597.0;10954068742.0;20512179855.0;1370573957.0;4835892750.0;3530098483.0;10775614665.0;3058299484.0;2538747424.0;519552060.0;509741306.0;124534.0;21.5;21.7;1086945951.0;1102979285.0;288770083.0;12324642699.0;40;868373749.0
2017-08-09;8;29472218583.0;621171542.0;1886758460.0;29785607650.0;10012088872.0;19773518778.0;1378597344.0;4668414108.0;3581631889.0;10144875437.0;3095825908.0;2603132687.0;492693221.0;483761812.0;125317.0;18.7;21.4;1127269465.0;1072029819.0;274506840.0;11390686216.0;44;896526111.0
2017-08-14;8;27834950542.0;548429563.0;1763013021.0;28312997515.0;9113839790.0;19199157726.0;885949735.0;3999418228.0;3447343196.0;10866446567.0;3046510827.0;2367534118.0;678976709.0;670146775.0;125324.0;20.0;21.1;691223924.0;1444635289.0;257021269.0;9999789525.0;82;910651087.0
2017-08-16;8;29819025438.0;303311250.0;1914766154.0;29755263717.0;10136874130.0;19618389588.0;1375685232.0;4563524550.0;3572897045.0;10106282761.0;2432347962.0;1946213097.0;486134865.0;477322597.0;125097.0;20.8;21.0;558194375.0;1004626243.0;278032277.0;11512559362.0;47;869526858.0
2017-08-22;8;32047967146.0;549132208.0;2089172991.0;32294744928.0;11950690694.0;20344054234.0;1433940697.0;4744318270.0;3701045427.0;10464749840.0;3177229280.0;2518284354.0;658944926.0;650216899.0;125115.0;21.3;20.4;976006687.0;1402161649.0;292146299.0;13384631391.0;87;799060429.0
2017-09-04;9;32655453896.0;344395021.0;2142303897.0;32462339781.0;11997457500.0;20464882281.0;1279385094.0;4685299425.0;3627382719.0;10872815044.0;2592265410.0;2137730507.0;454534903.0;447229469.0;124198.0;18.2;19.0;771102250.0;999837740.0;298680606.0;13276842594.0;44;821324884.0
2017-09-29;9;33759265458.0;524511583.0;2226591937.0;33857010650.0;12455453957.0;21401556693.0;1409392141.0;4649521260.0;4067086211.0;11275557080.0;3147643766.0;2662748035.0;484895731.0;477349746.0;170848.0;17.8;15.8;1291471097.0;1075602955.0;298795053.0;13864846098.0;63;780569115.0
2017-10-03;10;34885365875.0;718269438.0;2322295206.0;34831861681.0;12742689601.0;22089172080.0;1434782803.0;4704049849.0;4206878516.0;11743460912.0;3298719096.0;2912313743.0;386405353.0;379301236.0;242447.0;16.2;15.3;1676852993.0;791162319.0;311658646.0;14177472404.0;53;830703783.0
2017-10-11;10;35859108125.0;949982458.0;2400750819.0;36263668228.0;12816558386.0;23447109842.0;1456670972.0;4875470354.0;4324952703.0;12790015814.0;4079785040.0;3666204910.0;413580130.0;406582818.0;242563.0;15.0;14.2;2356599472.0;967158401.0;324491659.0;14273229358.0;64;756027166.0
2017-10-27;10;36787023104.0;841824542.0;2479668211.0;36418051295.0;12257441103.0;24160610191.0;1404067583.0;4670273832.0;4398312790.0;13687955986.0;3294644294.0;3020078639.0;274565655.0;265684953.0;221684.0;14.3;11.9;1853706521.0;595748855.0;342123350.0;13661508686.0;51;843448896.0
2017-11-02;11;40494868250.0;577336042.0;2803069181.0;40678000866.0;11978241694.0;28699759172.0;1555726708.0;5684806386.0;5076109095.0;16383116982.0;3954591728.0;3727028438.0;227563291.0;215843901.0;108254.0;11.0;11.0;1351596889.0;517468429.0;391053889.0;13533968402.0;44;2079544923.0
2017-11-03;11;39511089896.0;297897688.0;2711493991.0;39739905728.0;11979900715.0;27760005013.0;1424196948.0;5169642783.0;4838267277.0;16327898004.0;3616387835.0;3340557125.0;275830710.0;264084806.0;108204.0;11.6;10.9;942343764.0;560287222.0;378180323.0;13404097663.0;49;2108164522.0
2017-11-08;11;49431532417.0;380703146.0;3643266547.0;48915422508.0;13320287502.0;35595135006.0;1675498584.0;6315069979.0;5998855071.0;21605711371.0;4001359614.0;3804832292.0;196527323.0;184381483.0;97095.0;7.3;10.1;1359904951.0;443779802.0;493499830.0;14995786086.0;34;2195035041.0
2017-11-15;11;50253344854.0;439933729.0;3722138911.0;49856677836.0;13369993136.0;36486684700.0;1668793713.0;6454743240.0;6061016352.0;22302131394.0;4251303352.0;3982351507.0;268951845.0;256097398.0;97643.0;7.0;9.1;1124349937.0;665601454.0;485897729.0;15038786849.0;63;2456269232.0
2017-11-17;11;49065535938.0;393653042.0;3602668014.0;48759218125.0;12842956323.0;35916261802.0;1567710013.0;6050438549.0;5936568372.0;22361544868.0;4160199045.0;3880469243.0;279729802.0;266850654.0;117343.0;7.1;8.8;1012520799.0;681454571.0;470195802.0;14410666336.0;62;2460824876.0
2017-11-19;11;42770881042.0;798750604.0;3420056559.0;42843802136.0;8483882266.0;34359919870.0;923548945.0;4436805076.0;4831194542.0;24168371307.0;4741070692.0;4496857264.0;244213428.0;231332633.0;117343.0;6.9;8.5;1739262521.0;602830070.0;449342434.0;9407431211.0;59;2394124065.0
2017-12-11;12;51466548667.0;3448909313.0;3852925970.0;53474390417.0;12815583905.0;40658806513.0;1796701058.0;7000015011.0;6239569210.0;25622521234.0;9774212537.0;9671982674.0;102229863.0;84521114.0;155515.0;6.1;5.8;6916330479.0;136625968.0;464535503.0;14612284963.0;16;2705576874.0
2017-12-17;12;50451756667.0;689565438.0;4203160059.0;50214608984.0;9118242457.0;41096366527.0;1067468728.0;5266140734.0;5599188633.0;29163568432.0;5190888065.0;5046904347.0;143983718.0;126439036.0;175322.0;5.0;5.4;2034205590.0;324592953.0;535310251.0;10185711185.0;38;2812877814.0
2018-01-01;1;39505806750.0;5300866417.0;3098757246.0;42596289249.0;7391855267.0;35204433982.0;1700190977.0;4914808961.0;4940896988.0;23648537056.0;11872683701.0;11729510333.0;143173368.0;123657585.0;186101.0;8.6;4.8;8673203285.0;293792891.0;382577538.0;9092046244.0;42;2897699248.0
2018-01-04;1;44130840854.0;4297956000.0;3130133220.0;47366707503.0;12464023650.0;34902683853.0;1642787832.0;6380616372.0;5781328114.0;21097951534.0;11079601647.0;10962420521.0;117181126.0;97659404.0;186310.0;10.5;4.8;7946966931.0;245629973.0;415645778.0;14106811482.0;23;2871820736.0
2018-01-15;1;51017773250.0;3511529188.0;3799897601.0;53681314835.0;12884259540.0;40797055295.0;1784184915.0;7114102336.0;6299308865.0;25599459179.0;10445833962.0;10305315307.0;140518656.0;120239680.0;186373.0;6.2;5.0;7143058250.0;277697209.0;470865589.0;14668444455.0;30;3008372462.0
2018-01-29;1;48048729563.0;1632208708.0;3507973017.0;49617646978.0;12660182075.0;36957464903.0;1772527813.0;6811699814.0;5889578680.0;22483658597.0;7185288078.0;6969671729.0;215616349.0;194677227.0;207304.0;8.0;5.6;3627019007.0;464863970.0;476188937.0;14432709888.0;47;3076261365.0
2018-02-01;2;51357193854.0;1328847979.0;3837793525.0;52885794224.0;13458891358.0;39426902865.0;1767382824.0;6904572616.0;6414612077.0;24340335349.0;7199458933.0;6956263738.0;243195196.0;222564092.0;208810.0;6.8;5.7;3650909271.0;434607170.0;504217059.0;15226274182.0;48;3095154716.0
2018-02-02;2;53620298542.0;1058322479.0;4064675753.0;54655429801.0;13175728617.0;41479701184.0;1743454739.0;7000480957.0;6701299970.0;26034465517.0;6698159769.0;6471488585.0;226671183.0;206039994.0;208810.0;5.7;5.8;3049576750.0;538266656.0;540030276.0;14919183356.0;42;3090672279.0
2018-02-06;2;60123626813.0;717502271.0;4763688830.0;59995316912.0;13893543444.0;46101773468.0;1993913733.0;7760467858.0;7468782615.0;28878609262.0;5939451067.0;5746880628.0;192570439.0;175369662.0;221553.0;2.8;6.0;2536291361.0;372801741.0;586569866.0;15887457177.0;21;3011335674.0
2018-02-25;2;50430404792.0;3257629021.0;4203294517.0;53091276965.0;9094436156.0;43996840809.0;1124341302.0;5400309413.0;6009765772.0;31462424322.0;10626148853.0;10172822708.0;453326144.0;435448170.0;220953.0;2.4;7.2;6491068403.0;1019322142.0;504353140.0;10218777458.0;78;3093375614.0
2018-03-16;3;44269581854.0;610559458.0;3142091412.0;45509719699.0;12601871285.0;32907848414.0;1557444244.0;5959372664.0;5502665314.0;19888366193.0;5371956678.0;4965828127.0;406128551.0;386931339.0;1154652.0;9.5;8.7;1420874868.0;915172938.0;379167962.0;14159315529.0;39;3004347871.0
2018-03-18;3;44983610000.0;1375304917.0;3642272063.0;46300521822.0;8733374015.0;37567147807.0;994747659.0;4889741874.0;5156269562.0;26526388711.0;6747734611.0;6413282099.0;334452512.0;315489163.0;1154652.0;5.9;8.8;2967990333.0;753302790.0;413245809.0;9728121674.0;26;2994803495.0
2018-03-19;3;54199721875.0;775533854.0;4124902551.0;55076517325.0;13065142990.0;42011374335.0;1778555115.0;7008432371.0;6490696540.0;26733690309.0;6238719985.0;5789118561.0;449601424.0;430380150.0;1154648.0;4.6;8.9;2320930083.0;936765245.0;461488129.0;14843698105.0;39;2950113712.0
2018-03-23;3;50791396458.0;1020519917.0;3771226799.0;52251636222.0;13000382133.0;39251254088.0;1700361897.0;6591731899.0;6360583545.0;24598576748.0;6690141197.0;6260357469.0;429783728.0;410572152.0;1153868.0;5.6;9.3;2797171451.0;946439343.0;438154718.0;14700744030.0;37;2921313375.0
2018-04-02;4;38649936083.0;1990727792.0;3014590932.0;39689275002.0;8641061056.0;31048213945.0;1622301367.0;4389198841.0;4205808182.0;20830905555.0;6384640461.0;6098848214.0;285792247.0;267491846.0;1152300.0;9.5;10.4;4285463514.0;660149262.0;339982819.0;10263362423.0;19;1438995492.0
2018-04-11;4;41264793188.0;1059659646.0;2868628237.0;41296642792.0;12744472926.0;28552169866.0;1625084961.0;5691334535.0;4847823462.0;16387926908.0;4272919931.0;3847202007.0;425717925.0;406821136.0;1151957.0;12.1;11.6;2120170799.0;692820358.0;312782444.0;14369557887.0;29;1459898011.0
2018-04-22;4;25334362458.0;1525507563.0;1799474348.0;26807868383.0;7976136417.0;18831731966.0;702123697.0;3071464187.0;2856809096.0;12201334986.0;5003149164.0;4339877363.0;663271801.0;644344481.0;1151091.0;19.1;13.0;2069131292.0;1435550122.0;204661328.0;8678260114.0;52;1498425105.0
2018-04-25;4;32029339979.0;2297938896.0;2087001941.0;34028272387.0;12490835645.0;21537436741.0;1430757675.0;4718787914.0;3838015934.0;11549875218.0;6632609504.0;6063167828.0;569441676.0;550284872.0;1150944.0;16.1;13.4;3994004646.0;1159919582.0;248736259.0;13921593320.0;50;1478668026.0
2018-05-10;5;27102929292.0;1700366313.0;1953082985.0;28489599529.0;8832695190.0;19656904338.0;1297162965.0;3121580657.0;2898510471.0;12339650246.0;5275573440.0;4749025760.0;526547680.0;509444138.0;276802.0;15.9;15.3;2523716000.0;1233959509.0;235453905.0;10129858155.0;41;1517859806.0
2018-05-30;5;33301601958.0;465513500.0;2190952461.0;33354472333.0;12776377005.0;20578095328.0;1410820836.0;4635914693.0;3655817151.0;10875542647.0;3007985749.0;2547771671.0;460214078.0;443586919.0;294714.0;19.2;17.6;588940549.0;950016188.0;298649413.0;14187197841.0;32;1468993540.0
2018-06-02;6;27806401250.0;624271813.0;2014073598.0;28412640456.0;9214147569.0;19198492887.0;913746369.0;3735540601.0;3308083749.0;11241122168.0;3482765202.0;2801800373.0;680964829.0;664623450.0;294338.0;19.2;17.9;419277445.0;1517127850.0;238180585.0;10127893938.0;53;1546302129.0
2018-06-11;6;31898161104.0;811438313.0;2080929233.0;32602420511.0;12128464913.0;20473955598.0;1221765305.0;4641262759.0;3499237247.0;11111690287.0;3856010260.0;3467986754.0;388023506.0;372799375.0;284628.0;19.6;18.8;1521113014.0;828153344.0;259383306.0;13350230218.0;18;1505949124.0
2018-06-16;6;27316349667.0;1073924542.0;1970820489.0;28284355984.0;9140233569.0;19144122415.0;920885780.0;3965132884.0;3319401112.0;10938702639.0;4251460723.0;3647994555.0;603466168.0;588239027.0;281884.0;18.4;19.2;1344422424.0;1399890971.0;238709375.0;10061119349.0;43;1506720676.0
2018-06-18;6;31245949583.0;1276640271.0;2028191507.0;32459042383.0;12073963876.0;20385078506.0;1244033111.0;4747350361.0;3479005028.0;10914690006.0;4779224623.0;4171978615.0;607246009.0;592658356.0;281884.0;18.9;19.4;1986800417.0;1358708943.0;261300046.0;13317996987.0;53;1433070792.0
2018-07-07;7;28960113563.0;873776896.0;2143684609.0;29750512871.0;9885475436.0;19865037436.0;1050994769.0;4288514745.0;3714824905.0;10810703016.0;4058041867.0;3241806914.0;816234953.0;805871883.0;272191.0;23.2;21.0;1011843187.0;1801294838.0;250181052.0;10936470205.0;84;1242204765.0
2018-07-31;7;33531665292.0;477776563.0;2233692835.0;33991941285.0;12273378685.0;21718562600.0;1590383003.0;5298088112.0;4030887388.0;10799204097.0;3468580679.0;2774681795.0;693898884.0;686958596.0;273290.0;24.1;21.7;979720563.0;1510218766.0;296835287.0;13863761688.0;64;977806442.0
2018-08-03;8;33427802229.0;881472313.0;2251514122.0;34243941864.0;11921033882.0;22322907981.0;1470250778.0;5259005501.0;4249368541.0;11344283162.0;4232338817.0;3418693535.0;813645282.0;807176446.0;1387674.0;26.1;21.6;1521094375.0;1740038183.0;283212747.0;13391284660.0;93;969252544.0
2018-08-07;8;32428454792.0;1021417000.0;2165207718.0;33121893369.0;11323392832.0;21798500537.0;1499352815.0;5242573277.0;3995731039.0;11060843406.0;4148859660.0;3483684500.0;665175160.0;658824815.0;2163980.0;26.5;21.5;1902847410.0;1353174273.0;268796364.0;12822745647.0;62;891767095.0
2018-08-13;8;28188077271.0;1701507521.0;1885964882.0;29186878159.0;9788604835.0;19398273324.0;1296762756.0;4730447936.0;3372120553.0;9998942078.0;4828778835.0;4403859437.0;424919398.0;419860257.0;842860.0;21.4;21.2;2856890465.0;1033690506.0;242505545.0;11085367591.0;30;933437877.0
2018-08-16;8;29392626438.0;619886313.0;1949696041.0;30070771103.0;10166560353.0;19904210750.0;1448293191.0;4869301334.0;3583170714.0;10003445510.0;3507442094.0;2788876650.0;718565443.0;713504660.0;842829.0;22.0;21.0;905970736.0;1637650269.0;259715074.0;11614853544.0;73;963264526.0
2018-09-01;9;27496776813.0;973493646.0;2015777918.0;28225425638.0;9005778249.0;19219647389.0;851621955.0;3986967082.0;3527840024.0;10853218327.0;3972409510.0;3248194817.0;724214693.0;719446007.0;835745.0;18.9;19.4;1387052097.0;1682642991.0;254489120.0;9857400204.0;79;902536130.0
2018-09-09;9;26455608750.0;476346438.0;1897656060.0;26720645281.0;8073737300.0;18646907982.0;725594192.0;3405381848.0;3174460183.0;11341471759.0;2885507982.0;2270506943.0;615001039.0;610887146.0;290347.0;19.5;18.4;781138806.0;1258648785.0;246468952.0;8799331492.0;69;845643328.0
2018-09-11;9;33198896125.0;650441021.0;2203606291.0;33641409941.0;13020267577.0;20621142363.0;1495432322.0;4973754448.0;3992880970.0;10159074623.0;3591014457.0;2914150894.0;676863563.0;672888837.0;292844.0;20.7;18.2;1204522375.0;1557974913.0;294453329.0;14515699899.0;93;828407904.0
2018-09-15;9;28290313229.0;601501604.0;2046672056.0;28602474880.0;9164545435.0;19437929445.0;891199265.0;3921475341.0;3653438316.0;10971816524.0;3215296191.0;2566978090.0;648318100.0;644173602.0;474377.0;18.8;17.7;880598125.0;1489612423.0;254960878.0;10055744700.0;81;845008247.0
2018-09-25;9;33015258417.0;1935094875.0;2231379858.0;34071956559.0;12634122066.0;21437834493.0;1580354218.0;4959083210.0;3981756631.0;10916640434.0;5504896827.0;4897609684.0;607287144.0;603429106.0;300461.0;15.8;16.3;3288163431.0;1428833428.0;281723951.0;14214476284.0;92;787819101.0
2018-09-29;9;28283222813.0;2208433854.0;2118512831.0;29479841865.0;9092809801.0;20387032064.0;929378357.0;3888084614.0;3718002433.0;11851566659.0;5774603651.0;5186749906.0;587853745.0;584037953.0;300947.0;16.3;15.8;3591050972.0;1385393310.0;251037913.0;10022188158.0;82;798070224.0
2018-10-03;10;35363940104.0;869118646.0;2337544312.0;35385632557.0;12709295746.0;22676336811.0;1486251539.0;5032979169.0;4135470664.0;12021635440.0;3559324497.0;3103178759.0;456145738.0;452284147.0;300102.0;14.8;15.3;1674797347.0;1117503134.0;330969086.0;14195547285.0;58;766247529.0
2018-10-09;10;35360040333.0;671467583.0;2320902222.0;35196820097.0;12646136723.0;22550683374.0;1496202401.0;5072122840.0;4219251196.0;11763106938.0;3145893435.0;2666146117.0;479747318.0;475755585.0;300797.0;15.2;14.5;1379181708.0;1010768608.0;316743865.0;14142339124.0;72;755481772.0
2018-10-11;10;33290490854.0;2416122063.0;2266380387.0;34521583038.0;12764183074.0;21757399964.0;1472880981.0;5047546137.0;4117108659.0;11119864187.0;6191202278.0;5814970680.0;376231598.0;372291365.0;301424.0;17.0;14.2;4600215326.0;778910067.0;277607644.0;14237064055.0;46;811980565.0
2018-10-21;10;28908865542.0;1001930688.0;2101442583.0;29222456627.0;7838918977.0;21383537650.0;708194236.0;3348684290.0;3541631255.0;13785027868.0;3695258351.0;3213843339.0;481415013.0;476999328.0;340821.0;14.5;12.8;1731288208.0;1099123833.0;278293995.0;8547113213.0;92;864777915.0
2018-10-24;10;37775352667.0;994067667.0;2523965175.0;37673445336.0;12589745642.0;25083699693.0;1461916721.0;5128580894.0;4488183699.0;14005018380.0;3770820974.0;3357447842.0;413373133.0;408265242.0;352630.0;13.3;12.4;1855280872.0;1041983028.0;354695464.0;14051662363.0;76;873326392.0
2018-11-07;11;40674499438.0;3672655729.0;3029990893.0;43260456885.0;12851235199.0;30409221686.0;1520376087.0;5835939331.0;5171720205.0;17881186063.0;9631874393.0;9457790254.0;174084140.0;165937403.0;345297.0;11.3;10.3;6935700285.0;314010253.0;343270323.0;14371611286.0;30;2373461488.0
2018-11-10;11;34911563396.0;4446546979.0;2857268298.0;37573713345.0;9095093565.0;28478619780.0;950557244.0;4556353926.0;4686986617.0;18284721993.0;10264153908.0;10078987361.0;185166547.0;176981757.0;345329.0;11.6;9.8;7397103299.0;384683238.0;298188681.0;10045650809.0;22;2472432096.0
2018-11-21;11;54203827208.0;285365833.0;4182861938.0;53699852938.0;13435554875.0;40264298063.0;1722829951.0;6845239344.0;6266485044.0;25429743724.0;4488352295.0;4206360229.0;281992067.0;267672465.0;2425387.0;4.8;8.2;1279219590.0;550734478.0;524098793.0;15158384826.0;61;2639016596.0
2018-11-23;11;51067727708.0;661142750.0;3858557682.0;51001297123.0;12897499054.0;38103798069.0;1661358764.0;6575721478.0;6147921085.0;23718796741.0;4946223565.0;4788130129.0;158093436.0;142783929.0;3374990.0;5.9;7.9;2108007917.0;260430783.0;492953718.0;14558857818.0;31;2566954012.0
2018-11-25;11;43100957292.0;954636146.0;3501603368.0;43598900188.0;8576986216.0;35021913973.0;929635515.0;4536034068.0;4980577347.0;24575667043.0;5390511083.0;5224061726.0;166449356.0;151122466.0;3357984.0;6.7;7.7;2480584125.0;351323963.0;436328672.0;9506621731.0;32;2546075842.0
2018-12-09;12;37628160292.0;5789239063.0;3203729241.0;40918604589.0;8432596149.0;32486008440.0;913503276.0;4337679092.0;4785905415.0;22448920657.0;12629411929.0;12446053071.0;183358858.0;168600364.0;328379.0;10.3;6.0;9335153333.0;329243581.0;345999327.0;9346099425.0;50;2951027237.0
2018-12-14;12;58629303583.0;714230125.0;4737514036.0;57974177729.0;13288620155.0;44685557574.0;1750040136.0;7017184162.0;6992366937.0;28925966339.0;5383749371.0;5155595041.0;228154330.0;211533555.0;1919714.0;3.4;5.6;1888108769.0;455408515.0;587131063.0;15038660291.0;53;3026379677.0
2018-12-26;12;49726619292.0;372974250.0;3720026683.0;49751675213.0;9665501080.0;40086174133.0;1661254529.0;6525333647.0;5852348991.0;26047236966.0;4639455290.0;4434965058.0;204490232.0;190861490.0;375987.0;5.7;4.9;1054286200.0;525182213.0;521398435.0;11326755609.0;58;3045164938.0
2019-01-02;1;49391910708.0;1101659854.0;3788261314.0;50269245018.0;10664753753.0;39604491265.0;1687277314.0;6566856308.0;6035923491.0;25314434152.0;6280819568.0;6096797879.0;184021689.0;170227170.0;382515.0;6.0;4.8;2818809326.0;485988605.0;513564090.0;12352031067.0;52;2940922519.0
2019-01-03;1;54834188042.0;728189938.0;4351901815.0;55040374278.0;12391291837.0;42649082441.0;1718081043.0;6968795501.0;6564854943.0;27397350954.0;5845602485.0;5596523540.0;249078945.0;235268424.0;386871.0;4.8;4.8;2150137840.0;679160235.0;559324495.0;14109372880.0;82;2983013701.0
2019-01-07;1;55904567292.0;931279271.0;4420712896.0;55511191080.0;12815160128.0;42696030952.0;1683999546.0;6964648858.0;6550312780.0;27497069768.0;5529206338.0;5359182994.0;170023344.0;156986654.0;387225.0;4.6;4.8;2241636528.0;371950743.0;570590383.0;14499159674.0;37;2883618027.0
