Jour;Mois;Puissance moyenne journalière de l'injection RTE (W);Puissance moyenne journalière du refoulement RTE (W);Puissance moyenne journalière des pertes modélisées (W);Puissance moyenne journalière des consommations totales (W);Puissance moyenne journalière des consommations HTA télérelevées à courbe de charge (W);Puissance moyenne journalière des consommations totales profilées (W);Puissance moyenne journalière des consommations HTA profilées (W);Puissance moyenne journalière des consommations PME-PMI profilées (W);Puissance moyenne journalière des consommations professionnelles profilées (W);Puissance moyenne journalière des consommations résidentielles profilées (W);Puissance moyenne journalière de la production décentralisée totale (W);Puissance moyenne journalière de la production décentralisée télérelevée à courbe de charge (W);Puissance moyenne journalière de la production décentralisée profilée (W);Puissance moyenne journalière de la production photovoltaïque profilée (W);Puissance moyenne journalière de la production autre profilée (W);Température moyenne journalière réalisée lissée (°C);Température moyenne journalière normale lissée (°C);Puissance moyenne journalière de la production éolienne totale (W);Puissance moyenne journalière de la production photovoltaïque totale (W);Puissance moyenne journalière du soutirage net vers autres GRD (W);Puissance moyenne journalière des consommations HTA totales (W);Pseudo rayonnement;Puissance moyenne journalière de la production autre  (W)
2018-12-18;12;51339843167.0;2780286750.0;4162788241.0;53548086365.0;13357974410.0;40190111955.0;1718410242.0;6736710993.0;6562035400.0;25172955320.0;9644673688.0;9502578615.0;142095074.0;126629891.0;1360178.0;6.0;5.3;6286923080.0;330315513.0;493355499.0;15076384652.0;33;3013884484.0
2018-12-20;12;48690948063.0;3236835896.0;3877024584.0;51219544401.0;12755174098.0;38464370303.0;1662011267.0;6675741137.0;6312836997.0;23813780902.0;10095880326.0;9886970831.0;208909495.0;193401687.0;1366676.0;7.3;5.2;6611326846.0;440592125.0;453423507.0;14417185365.0;55;3030512735.0
2019-01-04;1;57014165167.0;616861521.0;4579090990.0;56827229082.0;12506028485.0;44321200597.0;1675499375.0;6898411737.0;6777373420.0;28969916065.0;5586448737.0;5366800465.0;219648272.0;205816713.0;387000.0;3.9;4.8;2025114320.0;548642425.0;577432310.0;14181527860.0;62;2979161243.0
2019-01-19;1;52663330021.0;724083833.0;4592016603.0;52639270116.0;10082652415.0;42556617701.0;1159100870.0;5964467615.0;6251764133.0;29181285084.0;5846520995.0;5622760839.0;223760156.0;210949998.0;435531.0;3.7;5.1;2297404370.0;522657882.0;554480464.0;11241753285.0;50;2993149543.0
2019-01-20;1;50775156396.0;295128542.0;4273292716.0;50091484339.0;8978966976.0;41112517364.0;1005730797.0;5218168679.0;5607203977.0;29281413911.0;4435423692.0;4287530651.0;147893041.0;135077921.0;435531.0;3.8;5.2;1127817291.0;327211380.0;550674491.0;9984697773.0;30;2947418106.0
2019-01-21;1;58945756438.0;346459708.0;4754952747.0;58033312567.0;13286103492.0;44747209075.0;1776416024.0;7382715499.0;6722415794.0;28865661758.0;4790900491.0;4499231904.0;291668587.0;278760379.0;435548.0;2.9;5.2;1252938615.0;558714420.0;601931906.0;15062519516.0;58;2946238803.0
2019-01-25;1;58906832396.0;751393208.0;4799259192.0;58465002956.0;13373718940.0;45091284016.0;1813479572.0;7440155719.0;6981105581.0;28856543145.0;5716230181.0;5499380004.0;216850177.0;203629256.0;436669.0;3.0;5.4;2191328312.0;475414242.0;607407221.0;15187198512.0;54;3009430933.0
2019-02-03;2;50626704875.0;1687068646.0;4441269672.0;51477526187.0;8963460647.0;42514065540.0;1022760910.0;5156020892.0;5782247645.0;30553036093.0;7509989483.0;7202603332.0;307386151.0;291080051.0;440068.0;4.1;5.8;3715485250.0;692947957.0;530829852.0;9986221557.0;54;3065526075.0
2019-02-09;2;42740531708.0;5119153250.0;3757704690.0;45965426306.0;9593714709.0;36371711597.0;1081240523.0;5435390328.0;5537731478.0;24317349268.0;12510784753.0;12264855320.0;245929433.0;228619186.0;450072.0;7.9;6.2;8686639875.0;638580237.0;409032214.0;10674955232.0;31;3150648829.0
2019-02-17;2;38487169063.0;2036265000.0;3229407824.0;41143348630.0;8404218534.0;32739130096.0;934579268.0;4415920550.0;4706205817.0;22682424460.0;8337441305.0;7853310562.0;484130743.0;465922075.0;995010.0;8.6;6.7;3987872771.0;1170021375.0;415588913.0;9338797802.0;84;3142137730.0
2019-02-21;2;46990745104.0;351531979.0;3473351662.0;47633368864.0;12969393210.0;34663975654.0;1676548461.0;6208699835.0;5569873614.0;21208853744.0;4942639933.0;4423385359.0;519254575.0;500633354.0;994820.0;8.4;6.9;565707361.0;1203378291.0;475132532.0;14645941671.0;83;3134723280.0
2019-02-25;2;42832805771.0;1117694958.0;3165205559.0;44675825285.0;12215975998.0;32459849287.0;1528301491.0;5888447719.0;5112184001.0;19930916076.0;6556174081.0;5960492179.0;595681902.0;576778853.0;994853.0;9.8;7.2;2080105188.0;1332522353.0;430254050.0;13744277489.0;98;3107122605.0
2019-03-02;3;36710239542.0;2618776167.0;3076065868.0;39722133628.0;9209125303.0;30513008325.0;996650888.0;4937109810.0;4787437211.0;19791810415.0;9081883770.0;8692515053.0;389368717.0;373489208.0;455772.0;10.4;7.5;5089202854.0;887480615.0;375147649.0;10205776191.0;42;3072129509.0
2019-03-23;3;35368326667.0;775546229.0;2817360066.0;37140286347.0;9126964811.0;28013321536.0;962340821.0;4625519704.0;4561311989.0;17864149023.0;5721392509.0;5008025873.0;713366636.0;695564486.0;1265076.0;10.7;9.3;1112072347.0;1619780548.0;356526532.0;10089305632.0;85;2957479677.0
2019-03-30;3;33168891104.0;1089258792.0;2623356895.0;35139901946.0;8999091280.0;26140810666.0;940952432.0;4445060995.0;4320472067.0;16434325171.0;6013284367.0;5234643255.0;778641112.0;761653661.0;1603280.0;11.4;10.1;1426126417.0;1735534423.0;329657838.0;9940043712.0;95;2819951028.0
2019-04-25;4;35019819896.0;3254945917.0;2460247508.0;37002842484.0;12386001039.0;24616841444.0;1445122040.0;5131924138.0;4344796942.0;13694998325.0;7980575487.0;7504497924.0;476077563.0;462596745.0;544226.0;13.8;13.4;5620203056.0;1058958538.0;282359474.0;13831123079.0;25;1300707524.0
2019-05-16;5;33695141208.0;1233616729.0;2311858162.0;35263513655.0;12375454340.0;22888059315.0;1375327860.0;5093435456.0;4033949260.0;12385346738.0;5385057153.0;4554592006.0;830465147.0;816189059.0;569654.0;13.8;16.0;2190668069.0;1838763375.0;271209815.0;13750782200.0;60;1354704259.0
2019-05-24;5;32292772042.0;753126063.0;2154535637.0;33118224697.0;12069161739.0;21049062958.0;1301044960.0;4741541670.0;3918780344.0;11087695984.0;4002426783.0;3284043301.0;718383483.0;703796828.0;514167.0;16.5;16.9;1159282111.0;1416990209.0;269312429.0;13370206699.0;39;1425356171.0
2019-05-29;5;32769565563.0;1195222208.0;2210898489.0;33882793294.0;12141677869.0;21741115426.0;1428679952.0;4813456880.0;3787337532.0;11711641062.0;4801524218.0;4114305431.0;687218787.0;671861449.0;1989115.0;15.2;17.4;1691668264.0;1656663308.0;282175788.0;13570357821.0;50;1452328682.0
2019-06-12;6;33080508271.0;1333298771.0;2232200855.0;34102850188.0;12410922569.0;21691927619.0;1505099341.0;4899926454.0;3770029994.0;11516871829.0;4851815239.0;4154970565.0;696844674.0;686885140.0;505572.0;14.7;18.9;1905855245.0;1641293983.0;263973696.0;13916021910.0;45;1303725165.0
2019-07-02;7;33723807583.0;972004083.0;2211406745.0;34961123259.0;13263067537.0;21698055721.0;1677446673.0;5280105966.0;3926658877.0;10813844206.0;4691665737.0;3835140609.0;856525127.0;849286130.0;1102801.0;23.3;20.6;1930045670.0;1693250529.0;270939232.0;14940514210.0;70;1067709349.0
2019-07-03;7;32940408438.0;2077639167.0;2286692046.0;35054124061.0;13352601928.0;21701522133.0;1627952350.0;5294272379.0;3896078209.0;10883219195.0;6724704834.0;5827877816.0;896827018.0;889606614.0;1102801.0;23.1;20.7;3756251847.0;1895297828.0;246657998.0;14980554278.0;75;1072446499.0
2019-07-05;7;34668296854.0;729620729.0;2230551838.0;35480147733.0;13260651709.0;22219496024.0;1612450348.0;5185888554.0;4162205838.0;11258951284.0;4043634257.0;3143802465.0;899831792.0;892928176.0;761876.0;24.3;20.8;986162816.0;1959792870.0;271610810.0;14873102057.0;87;1096891140.0
2019-07-22;7;34081580833.0;424471458.0;2166750313.0;34602791619.0;12774727035.0;21828064584.0;1442091502.0;5135092361.0;3931254945.0;11319625777.0;3403466559.0;2524954542.0;878512017.0;873761707.0;529609.0;24.1;21.6;548080315.0;1924817995.0;291034002.0;14216818537.0;84;929882325.0
2019-07-24;7;36394830563.0;897939458.0;2351690389.0;37109897061.0;13851581029.0;23258316032.0;1585257740.0;5384759362.0;4338262279.0;11950036651.0;4262526972.0;3364769273.0;897757699.0;893022068.0;532099.0;27.5;21.7;1490492892.0;1933864999.0;297830626.0;15436838769.0;89;837396992.0
2019-07-25;7;36150242104.0;1152306125.0;2382014437.0;37270407065.0;13784653157.0;23485753908.0;1604251349.0;5302567260.0;4421392094.0;12157543205.0;4951358514.0;4080726725.0;870631789.0;865937505.0;489240.0;28.6;21.7;2231325833.0;1880863148.0;296872992.0;15388904506.0;82;838276151.0
2019-07-28;7;24240250500.0;2449001854.0;1870314540.0;25878618473.0;7825849464.0;18052769009.0;761282403.0;3554582826.0;3060482450.0;10676421330.0;6165490146.0;5459735629.0;705754517.0;701047627.0;489240.0;22.0;21.7;3419797410.0;1683332176.0;207805778.0;8587131867.0;55;1061684927.0
2019-08-06;8;30651419375.0;555144354.0;1956822744.0;31247552271.0;10759566184.0;20487986087.0;1403829096.0;4962926021.0;3711462228.0;10409768742.0;3382971714.0;2800203894.0;582767820.0;578672631.0;524199.0;22.6;21.5;1026501035.0;1408131724.0;274871719.0;12163395280.0;41;947617982.0
2019-08-13;8;27571673917.0;1200055167.0;1856158845.0;28848618233.0;9764493715.0;19084124518.0;1351105294.0;4635483155.0;3325823657.0;9771712412.0;4578275890.0;3920251354.0;658024536.0;653949032.0;524258.0;19.2;21.2;2008002694.0;1589856741.0;245117561.0;11115599009.0;61;979700698.0
2019-08-24;8;27335495000.0;741209771.0;1921039416.0;28285412856.0;8864415210.0;19420997646.0;878398559.0;4068166067.0;3545664869.0;10928768151.0;3859475386.0;3027910860.0;831564526.0;827497844.0;555655.0;22.3;20.3;1026359485.0;1871053759.0;247308342.0;9742813769.0;84;961406309.0
2019-08-31;8;28142102583.0;1796749396.0;2085685416.0;29377740877.0;9376773323.0;20000967554.0;882856477.0;4025105185.0;3707319802.0;11385686090.0;5353873469.0;4593004344.0;760869126.0;756846256.0;551550.0;22.9;19.5;2781673084.0;1645194620.0;235800364.0;10259629800.0;69;926351139.0
2019-09-07;9;27300069333.0;1291977042.0;1957422649.0;28254188071.0;8910944507.0;19343243564.0;821087393.0;3905518592.0;3523141656.0;11093495922.0;4442270536.0;3830142449.0;612128087.0;608352836.0;854103.0;17.2;18.7;2147660341.0;1444195673.0;238752107.0;9732031900.0;55;849757779.0
2019-09-14;9;27908740917.0;1086672708.0;1978200138.0;28782630420.0;9250857189.0;19531773232.0;854610498.0;3909319483.0;3649695279.0;11118147972.0;4187432766.0;3531299913.0;656132853.0;652454928.0;864754.0;19.9;17.8;1956783918.0;1395220767.0;248670415.0;10105467687.0;69;834804144.0
2019-09-19;9;31159694104.0;3240547542.0;2235369572.0;33223995040.0;12582077445.0;20641917595.0;1493121888.0;4873721043.0;3873184131.0;10401890533.0;7771774602.0;7064386996.0;707387606.0;702917148.0;1756493.0;18.5;17.1;5372235243.0;1593294270.0;231556553.0;14075199333.0;89;805492180.0
2019-09-20;9;30798970896.0;3167259667.0;2202240501.0;32807465465.0;12165004946.0;20642460519.0;1435905102.0;4750408871.0;3928887988.0;10527258557.0;7623801485.0;6915045733.0;708755753.0;704284735.0;1756324.0;18.5;17.0;5232790811.0;1577295609.0;245806749.0;13600910048.0;94;812858745.0
2019-10-01;10;31941375563.0;3320982167.0;2275552401.0;33714997098.0;12587097021.0;21127900077.0;1421649638.0;4986626852.0;3945834691.0;10773788896.0;7620166737.0;7194244983.0;425921753.0;419569461.0;1471678.0;17.4;15.5;5863281935.0;994570658.0;250010633.0;14008746659.0;49;761526226.0
2019-10-06;10;27524001646.0;2957578458.0;2140188793.0;28756646879.0;7865428538.0;20891218341.0;679758598.0;3288170227.0;3405866826.0;13517422690.0;6577579553.0;6197257623.0;380321931.0;372538994.0;2791094.0;15.1;14.9;4916147168.0;805106128.0;247167068.0;8545187136.0;39;855612305.0
2019-10-21;10;36616133125.0;1433549021.0;2370102980.0;36882136237.0;11782565619.0;25099570618.0;1303530766.0;5035232486.0;4321100040.0;14439707326.0;4388855138.0;4075573629.0;313281509.0;305674053.0;669617.0;13.7;12.8;2677581419.0;635243945.0;319200024.0;13086096385.0;37;1070553344.0
2019-10-31;10;39158109250.0;908711042.0;2523713196.0;39640907748.0;12255275419.0;27385632329.0;1502445802.0;5318700087.0;4734468994.0;15830017446.0;4274858404.0;4074671398.0;200187006.0;191447161.0;730547.0;12.5;11.3;2277936826.0;465798758.0;359635668.0;13757721221.0;25;1525594389.0
2019-11-04;11;36645929813.0;4081768479.0;2996037685.0;39811168964.0;11859139078.0;27952029886.0;1376901152.0;5546620804.0;4667470318.0;16361037612.0;10532123231.0;10273893935.0;258229296.0;243434772.0;749269.0;12.4;10.7;7186169653.0;524910049.0;289077915.0;13236040230.0;39;2794391521.0
2019-12-03;12;54922233896.0;822191854.0;4213933342.0;55384371174.0;13715184374.0;41669186800.0;1784984917.0;7022012729.0;6641530496.0;26220658658.0;6016428881.0;5729141613.0;287287268.0;267898522.0;2180937.0;5.4;6.7;2052247802.0;694897815.0;518166406.0;15500169291.0;74;3225368999.0
2019-12-24;12;39243052354.0;5346680500.0;3352939100.0;42624339294.0;9032138192.0;33592201102.0;1449675898.0;5758642130.0;5053585882.0;21330297193.0;12436915182.0;12215862886.0;221052296.0;201987173.0;3175200.0;10.1;5.0;8808763278.0;437459602.0;356008641.0;10481814090.0;48;3163138344.0
2020-01-07;1;50463711000.0;1313727688.0;3893339391.0;51965458923.0;13039493914.0;38925965010.0;1676861079.0;6663529158.0;6325646066.0;24259928707.0;7198575920.0;7005002451.0;193573469.0;174115771.0;3146692.0;6.5;4.8;3547639087.0;382643291.0;489760917.0;14716354993.0;40;3235923598.0
2020-01-19;1;46112253500.0;1964524042.0;3952903204.0;48256203232.0;8900750604.0;39355452628.0;944939316.0;4871757061.0;5451810254.0;28086945997.0;8537145107.0;8226651350.0;310493757.0;293536508.0;940051.0;5.9;5.1;4657644156.0;750758182.0;475768129.0;9845689920.0;69;3095088105.0
2020-01-25;1;49987427458.0;398298729.0;3969750668.0;49951998404.0;9807476089.0;40144522315.0;1131482358.0;5610065347.0;6003642325.0;27399332285.0;4850852618.0;4575046567.0;275806051.0;258681550.0;974821.0;4.8;5.4;1126840812.0;578650581.0;518232275.0;10938958447.0;45;3127281162.0
2020-01-30;1;47841788833.0;3627614042.0;4003550055.0;50700943227.0;13217389284.0;37483553942.0;1732711909.0;6691443930.0;6093252586.0;22966145518.0;10934369629.0;10745712933.0;188656696.0;170437519.0;1773456.0;8.1;5.6;7268127978.0;397548085.0;444051138.0;14950101193.0;29;3250642662.0
2020-02-12;2;46806688729.0;3159311417.0;3844245347.0;49698851557.0;13164992422.0;36533859135.0;1656136490.0;6284669425.0;5818171023.0;22774882197.0;10340536129.0;9918536659.0;421999469.0;403305069.0;2579144.0;8.4;6.4;6111459812.0;985015462.0;444816536.0;14821128912.0;59;3225825750.0
2020-02-15;2;38550422125.0;4327201167.0;3506613971.0;42129165833.0;9347977373.0;32781188460.0;1028598956.0;5005089491.0;5092352739.0;21655147274.0;11767061316.0;11320248105.0;446813212.0;428814021.0;1852417.0;9.4;6.5;7395666431.0;1102983751.0;354502471.0;10376576329.0;52;3250619585.0
2020-02-26;2;46172818729.0;4556715125.0;3989555948.0;49714957614.0;13062401408.0;36652556206.0;1660844959.0;6130543300.0;5775401585.0;23085766362.0;12502337445.0;12047902432.0;454435013.0;435900601.0;1960039.0;8.1;7.2;8301978188.0;994560225.0;413927486.0;14723246367.0;46;3187014475.0
2020-03-14;3;38000012188.0;1434707021.0;3043765310.0;40548179397.0;9186961459.0;31361217939.0;893924506.0;4327313567.0;4873748486.0;21266231380.0;7392686286.0;6884763516.0;507922770.0;489693211.0;1106936.0;9.7;8.5;2821312437.0;1268757328.0;366046745.0;10080885965.0;52;3298109340.0
2020-03-27;3;37026117854.0;1251930938.0;2754353329.0;39896771339.0;9213837652.0;30682933687.0;1332447416.0;4427254994.0;3946659521.0;20976571755.0;7216428745.0;6454864180.0;761564565.0;743148443.0;1119101.0;8.2;9.8;2514285771.0;1678366132.0;339490994.0;10546285068.0;70;3020587602.0
2020-03-31;3;38090629250.0;3528842583.0;3121501065.0;41962672342.0;9649952629.0;32312719713.0;1435654855.0;4689872587.0;4118570250.0;22068622021.0;10825169763.0;10036490818.0;788678944.0;770117299.0;1122074.0;7.5;10.2;6295270003.0;1648213464.0;302783022.0;11085607484.0;76;2878467644.0
2020-04-16;4;29771332729.0;1486833646.0;2002974909.0;31303076420.0;9804450564.0;21498625856.0;1152705405.0;3725075982.0;3254456158.0;13366388312.0;5291752705.0;4533707344.0;758045361.0;744377322.0;2122138.0;14.8;12.2;2330177486.0;1648788417.0;270200458.0;10957155969.0;47;1311790093.0
2020-04-18;4;26719666896.0;789784750.0;1871038826.0;27577053377.0;7464163509.0;20112889868.0;713771167.0;2883097109.0;3042322003.0;13473699589.0;3754675368.0;3103641264.0;651034104.0;637364294.0;2123928.0;15.9;12.5;976721437.0;1410588786.0;236465310.0;8177934676.0;38;1366471431.0
2020-04-25;4;25872379771.0;1123541167.0;1869349644.0;27238383252.0;7483796042.0;19754587210.0;719854448.0;2891481279.0;2990351626.0;13152899857.0;4581157592.0;3773268562.0;807889030.0;795059076.0;1311417.0;16.1;13.4;1395958535.0;1792660495.0;222263300.0;8203650490.0;57;1391620451.0
2020-04-27;4;29410269479.0;715232771.0;1896558293.0;30097433821.0;9556358034.0;20541075787.0;987797919.0;3534445876.0;3096296285.0;12922535707.0;3554449237.0;2953503463.0;600945773.0;588249688.0;1332906.0;15.6;13.7;953994125.0;1198314015.0;255493832.0;10544155953.0;36;1401074792.0
2020-05-01;5;26545393104.0;4329559438.0;2218209057.0;28656310787.0;6931123338.0;21725187449.0;1110309777.0;2567833353.0;3069661036.0;14977383284.0;8864162815.0;8435250903.0;428911912.0;415215329.0;1385296.0;13.3;14.2;6434414354.0;881408287.0;205476638.0;8041433115.0;19;1547238110.0
2020-05-05;5;29013932771.0;2668294167.0;2062815748.0;31136698625.0;10349064090.0;20787634535.0;1141366734.0;3680152588.0;3229517370.0;12736597843.0;7087359685.0;6386304803.0;701054883.0;686873957.0;1387302.0;15.8;14.7;3886504146.0;1643276624.0;233483917.0;11490430824.0;35;1556378038.0
2020-05-22;5;26204874500.0;1962687042.0;1864050221.0;28327437116.0;9031868508.0;19295568608.0;775379942.0;3269341788.0;3380626583.0;11870220294.0;6159412169.0;5372670386.0;786741783.0;772309837.0;1397346.0;20.0;16.7;2823724417.0;1910620037.0;210112289.0;9807248450.0;46;1423946301.0
2020-05-24;5;23361489354.0;1779721583.0;1780167766.0;25293733824.0;6903248806.0;18390485019.0;590613815.0;2756686191.0;2810921741.0;12232263271.0;5696556935.0;4699490406.0;997066530.0;982633582.0;1398191.0;17.3;16.9;2162393507.0;2166957436.0;204423116.0;7493862621.0;80;1366132945.0
2020-06-13;6;26165462729.0;1693289563.0;1945846780.0;27782438140.0;8091327161.0;19691110979.0;809800992.0;3499079745.0;3284327767.0;12097902475.0;5447720025.0;4792878291.0;654841734.0;642613325.0;1212834.0;16.5;19.0;2546684007.0;1413855394.0;191608272.0;8901128153.0;36;1486210222.0
2020-06-23;6;30940688729.0;1360092417.0;2089521552.0;32791034701.0;12188552673.0;20602482029.0;1301553606.0;4694876152.0;3701467888.0;10904584382.0;5539462836.0;4425189656.0;1114273180.0;1103513926.0;1257803.0;20.8;19.9;1906424788.0;2406241914.0;239502895.0;13490106279.0;98;1225694366.0
2020-06-25;6;32326207271.0;1395900938.0;2162537274.0;33964202453.0;12627739806.0;21336462646.0;1319067858.0;4780533342.0;3968730081.0;11268131365.0;5448776653.0;4369961887.0;1078814766.0;1068063082.0;1256288.0;23.8;20.1;1998049972.0;2242959459.0;252343259.0;13946807664.0;80;1206502339.0
2020-07-03;7;30314300438.0;1544856292.0;1970807405.0;32312133591.0;11752830630.0;20559302961.0;1491339786.0;4529701724.0;3718234943.0;10820026508.0;5755854782.0;4923448033.0;832406749.0;823598587.0;1263971.0;19.6;20.7;2642039632.0;1915653751.0;242357931.0;13244170416.0;59;1197050011.0
2020-07-22;7;32593559479.0;1158468792.0;2046863519.0;34018033593.0;12595663778.0;21422369815.0;1430568382.0;5053912619.0;3858919218.0;11078969596.0;4888290623.0;4032664042.0;855626581.0;849327024.0;1159216.0;22.2;21.6;2010908489.0;1849475023.0;258484198.0;14026232160.0;68;1026760840.0
2020-07-25;7;27501553750.0;1648290042.0;1947188384.0;29295886901.0;9093383876.0;20202503025.0;888594542.0;4141495170.0;3629593590.0;11542819723.0;5615509652.0;4831715997.0;783793655.0;777498982.0;1161538.0;22.2;21.7;2657818646.0;1914096160.0;225698075.0;9981978418.0;53;1042542509.0
2020-08-03;8;28878320708.0;1536874229.0;1876868376.0;30443810754.0;10078223757.0;20365586997.0;1234178558.0;4696572150.0;3475584795.0;10959251495.0;5227805316.0;4471667277.0;756138038.0;751888160.0;1252987.0;21.7;21.6;2533829448.0;1707999038.0;248572665.0;11312402315.0;43;980197979.0
2020-08-12;8;31684385479.0;987296313.0;1946561685.0;32338969544.0;10765321216.0;21573648327.0;1380444812.0;4815963717.0;3825564509.0;11551675289.0;3859166975.0;3277339529.0;581827446.0;577636526.0;1237059.0;26.2;21.2;1610678496.0;1349084596.0;270724913.0;12145766028.0;38;893305295.0
2020-08-25;8;30008129563.0;3856972500.0;2124995998.0;32341677718.0;11912298529.0;20429379189.0;1375639052.0;4611567474.0;3657954481.0;10784218181.0;8530130460.0;7769139669.0;760990791.0;756869259.0;1263680.0;21.4;20.2;5779865676.0;1858058041.0;214613806.0;13287937581.0;58;883462053.0
2020-09-02;9;31710643292.0;738176292.0;1951759404.0;32667208547.0;12081772393.0;20585436153.0;1310898418.0;4630291322.0;3679620663.0;10964625752.0;3919355394.0;3058638384.0;860717010.0;856060365.0;1228049.0;17.6;19.3;939918491.0;1980274980.0;272854443.0;13392670811.0;79;992124560.0
2020-09-04;9;31677052188.0;845583083.0;1959669712.0;32705410361.0;12059572748.0;20645837613.0;1308301726.0;4651758027.0;3901367064.0;10784410797.0;4098212596.0;3282069383.0;816143213.0;811477542.0;1233663.0;20.0;19.0;1224919727.0;1931358533.0;264601628.0;13367874474.0;84;934565964.0
2020-09-06;9;25902037958.0;934038208.0;1730826593.0;26758667187.0;7732815853.0;19025851334.0;658691926.0;3304583099.0;3116501526.0;11946074783.0;3749261511.0;3114366336.0;634895175.0;630227217.0;1231265.0;18.5;18.8;1296712623.0;1506188294.0;227767482.0;8391507779.0;52;937852352.0
2020-10-20;10;38371595688.0;4311827396.0;2681059822.0;40478414178.0;12446838697.0;28031575481.0;1517559161.0;5230058975.0;4684255221.0;16599702124.0;9396709544.0;9183199710.0;213509834.0;200587889.0;3588634.0;12.0;12.9;7706974464.0;458790662.0;297003836.0;13964397858.0;12;1078849969.0
2020-10-27;10;39653768625.0;4043207104.0;2780051489.0;41920487316.0;12384212449.0;29536274866.0;1537196999.0;5235333847.0;4812594922.0;17951149099.0;9392039317.0;9109595975.0;282443342.0;268353708.0;3524360.0;11.7;11.9;7151004235.0;720124070.0;302062033.0;13921409448.0;41;1357026776.0
2020-11-10;11;37961437875.0;361082667.0;2769130164.0;38553409610.0;12011893440.0;26541516170.0;1400276334.0;5018587953.0;4287517313.0;15835134571.0;4082494401.0;3752241409.0;330252993.0;318542246.0;2666898.0;12.5;9.8;523186424.0;765475206.0;360309835.0;13412169774.0;45;2762222853.0
2020-11-23;11;46718359354.0;252781958.0;3472661982.0;46549332410.0;11986459314.0;34562873096.0;1473290727.0;5764237922.0;5042730118.0;22282614330.0;3993612667.0;3660213126.0;333399541.0;319704830.0;3981874.0;7.5;7.9;463288517.0;864254416.0;437195670.0;13459750041.0;73;2631302979.0
2020-12-10;12;53418209583.0;1513489083.0;4429440336.0;54363721397.0;13226712155.0;41137009242.0;1626816847.0;6403295137.0;6264974474.0;26841922785.0;7398223146.0;7221654221.0;176568926.0;160809731.0;2143279.0;4.6;5.9;4011314811.0;321770900.0;509781914.0;14853529002.0;40;2952102769.0
2021-01-02;1;52876951417.0;475345167.0;4493454025.0;52104158672.0;11359056795.0;40745101878.0;314008033.0;3437616440.0;5588257811.0;31405219594.0;4728729513.0;4611427985.0;117301528.0;109218571.0;2058437.0;2.8;4.8;1249798098.0;311515262.0;532723065.0;11673064828.0;34;3125275756.0
2021-01-16;1;53468472063.0;1501693250.0;4897328099.0;54027366089.0;13059604277.0;40967761812.0;313063778.0;3445509968.0;5942166162.0;31267021904.0;7477602567.0;7325606309.0;151996258.0;138810072.0;7147578.0;3.6;5.0;3692882420.0;528342219.0;519687192.0;13372668055.0;35;3153862694.0
2021-02-05;2;44898109896.0;786855000.0;3430575794.0;45647886190.0;15395794181.0;30252092009.0;312951300.0;3380785038.0;5265504719.0;21292850951.0;5381610332.0;5202640065.0;178970268.0;170486510.0;2201068.0;9.6;6.0;1581899566.0;535814346.0;414403244.0;15708745481.0;23;3209374937.0
2021-02-17;2;44444151375.0;3271279354.0;3905567979.0;47966142743.0;16018794773.0;31947347970.0;334897509.0;3446080182.0;5376694036.0;22789676243.0;11083580278.0;10659037750.0;424542527.0;416404820.0;2317242.0;7.6;6.7;6337398538.0;1359607026.0;384741577.0;16353692282.0;64;3189187440.0
2021-03-06;3;40843460500.0;2355787792.0;3634944089.0;43475745034.0;11843011803.0;31632733230.0;262950912.0;2839169738.0;4787521101.0;23743091480.0;8980700085.0;8494804186.0;485895899.0;477995470.0;2307215.0;7.5;7.8;4410697573.0;1329268207.0;357683670.0;12105962715.0;72;3089643364.0
2021-03-15;3;42967294604.0;4037054958.0;3783976494.0;46027235693.0;15444769988.0;30582465705.0;307338924.0;3178408141.0;5088437707.0;22008280933.0;11260615007.0;10982597716.0;278017291.0;268936532.0;3409780.0;8.5;8.6;7130724378.0;928226855.0;379642467.0;15752108912.0;34;3003346919.0
2021-04-01;4;32696417500.0;1707489250.0;2129892662.0;35318097135.0;14796550097.0;20521547038.0;280494974.0;2595241575.0;4087092147.0;13558718341.0;6725578736.0;5648731571.0;1076847164.0;1069314461.0;3274525.0;15.5;10.3;2453736403.0;2528795039.0;266517189.0;15077045071.0;87;1680506703.0
2021-04-15;4;42039302000.0;1959559958.0;2805164060.0;44758417266.0;15429961938.0;29328455328.0;331628870.0;3181302404.0;4774124306.0;21041399748.0;7835817667.0;6812046709.0;1023770958.0;1013864436.0;4062590.0;7.7;12.1;3841831062.0;2673006694.0;351978383.0;15761590808.0;73;1225104787.0
2021-04-28;4;35379973625.0;787138229.0;2151744047.0;36192576613.0;14634557610.0;21558019003.0;285480098.0;2614518851.0;3906524256.0;14751495798.0;4050129311.0;3608582284.0;441547027.0;431644718.0;4083863.0;13.0;13.8;1495105910.0;1213954272.0;298644047.0;14920037708.0;33;1298355701.0
2021-05-11;5;33101451833.0;1811374021.0;2149940123.0;35424299321.0;14593343404.0;20830955918.0;273575834.0;2727102232.0;3977985300.0;13852292552.0;6545207447.0;5649476153.0;895731294.0;888185515.0;2708607.0;14.1;15.4;2951616521.0;2061305674.0;261045815.0;14866919238.0;37;1481668539.0
